Time,Time Code,Country Name,Country Code,"Population, total",Population growth (annual %),Surface area (sq. km),Poverty headcount ratio at national poverty lines (% of population),"GNI, Atlas method (current US$)","GNI per capita, Atlas method (current US$)","GNI, PPP (current international $)","GNI per capita, PPP (current international $)",Income share held by lowest 20%,"Life expectancy at birth, total (years)","Fertility rate, total (births per woman)","Adolescent fertility rate (births per 1,000 women ages 15-19)","Contraceptive prevalence, any methods (% of women ages 15-49)",Births attended by skilled health staff (% of total),"Mortality rate, under-5 (per 1,000 live births)","Prevalence of underweight, weight for age (% of children under 5)","Immunization, measles (% of children ages 12-23 months)","Primary completion rate, total (% of relevant age group)","School enrollment, secondary (% gross)","School enrollment, primary and secondary (gross), gender parity index (GPI)","Prevalence of HIV, total (% of population ages 15-49)",Forest area (sq. km),"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",Energy use (kg of oil equivalent per capita),CO2 emissions (metric tons per capita),Electric power consumption (kWh per capita),GDP (current US$) [NY.GDP.MKTP.CD],GDP growth (annual %),"Inflation, GDP deflator (annual %)","Agriculture, forestry, and fishing, value added (% of GDP)","Industry (including construction), value added (% of GDP)",Exports of goods and services (% of GDP),Imports of goods and services (% of GDP),Gross capital formation (% of GDP),"Revenue, excluding grants (% of GDP)",Start-up procedures to register a business (number),Market capitalization of listed domestic companies (% of GDP),Military expenditure (% of GDP),Mobile cellular subscriptions (per 100 people),High-technology exports (% of manufactured exports),Merchandise trade (% of GDP),Net barter terms of trade index (2000 = 100),"External debt stocks, total (DOD, current US$)",Total debt service (% of GNI),Net migration,"Personal remittances, paid (current US$)","Foreign direct investment, net inflows (BoP, current US$)",Net ODA received per capita (current US$),GDP per capita (current US$),"Foreign direct investment, net (BoP, current US$)","Inflation, consumer prices (annual %)",Antiretroviral therapy coverage (% of people living with HIV),"Labor force, female (% of total labor force)","Mortality rate, adult, male (per 1,000 male adults)","Mortality rate, adult, female (per 1,000 female adults)",Number of infant deaths,Number of maternal deaths,Number of neonatal deaths,"Patent applications, nonresidents","Patent applications, residents",People practicing open defecation (% of population)
2001,YR2001,Japan,JPN,127149000,0.2409525875,377880,,4675882499303,36770,3546345207550,27890,,81.41707317,1.33,5.3978,,99.8,4.3,,98,,,,0.1,248878.0078,,4008.268032,9.464308709,8162.014644,4303544259843,0.4063359032,-1.104516896,1.382606285,31.26985402,10.22909915,9.569028977,26.56051089,11.0252292,,52.62006763,0.9470798558,58.58344329,,17.48756268,100.5555556,,,,2345078421,4926033619,,33846.46564,30734354196,-0.7400555042,35,40.55620079,96.573,46.411,3640,95,1978,57433,382815,0
2001,YR2001,Jordan,JOR,5217336,1.834569219,88780,,9061394866,1740,32232494190,6180,,71.907,4.056,35.7926,,,26.3,,99,,,,0.1,975,,923.3053037,3.067233546,1324.047368,8975689845,5.268616571,0.7805612165,1.953629928,22.14311652,42.13386854,67.15050924,21.0566259,24.69434717,,,5.893078535,16.59136004,,79.81559216,99.06337663,11885718016,9.470833617,,193234922.6,273628171.3,86.31033156,1720.358789,-242034350.4,1.772204374,0,14.05826693,147.327,112.201,3617,110,2591,147,52,0.129389295
2001,YR2001,Kazakhstan,KAZ,14858335,-0.1700695263,2724901.875,46.7,20014862527,1350,129074822591,8690,6.7,65.76829268,1.9,31.7192,,98.5,40.3,,95,95.47871,,,0.1,33593.99902,,2324.54767,8.873851074,3512.035501,22152694162,13.5,10.15643264,8.724831864,36.14182986,45.89501861,46.9540499,26.87642284,11.44340333,,5.519599517,0.9998174795,3.903366855,,68.09555483,92.17613065,15339983924,16.10870992,,203146500,2816823050,10.24004372,1490.92709,-2860608960,8.354137772,0,49.04820906,406.668,168.9,8267,140,4915,99,1607,0.05303546022
2001,YR2001,Kenya,KEN,32848564,2.728033491,580370,,13000594243,400,55947811916,1700,,51.101,5.112,105.6588,,,101,,77,,39.89261,0.96218,9.3,36550,,431.981532,0.2852235793,113.8862569,12986007426,3.779906496,1.573120299,27.84926011,15.30962409,22.93157636,33.01525966,18.79034052,,,8.049433253,1.504754902,1.826563864,,39.55026231,95.18614448,5495276586,3.781200726,,5091442.628,5302622.939,14.38145059,395.3295318,-5302622.939,5.738598143,0,48.88168963,521.741,446.792,78578,9200,36413,,,16.98238762
2001,YR2001,Kiribati,KIR,85849,1.706993194,810,,115364558.1,1340,232653434.3,2710,,63.446,4.015,35.1136,,,69.4,,76,117.16521,77.52781,1.09012,,121.4999962,,,0.2990017356,,63101272.37,-1.470588235,6.742151312,20.39860656,10.45393443,15.67598361,97.78827869,,,,,,0.460110193,,72.89868852,94.90871292,,,,,-273476.291,144.7891065,735.0262947,,,,,258.351,181.242,135,3,74,,,47.58598737
2001,YR2001,"Korea, Dem. People’s Rep.",PRK,23132980,0.8853549062,120540,,,,,,,66.087,1.988,1.0172,,,52.1,,92,,,,,68062.00195,,880.5372243,3.122175872,735.1841397,,,,,,,,,,,,,0,,,102.4151974,,,,,-19841000,5.096187348,,,,,48.20548442,221.339,132.04,15863,520,10040,,,
2001,YR2001,"Korea, Rep.",KOR,47370164,0.7672417748,99540,,550393966244,11620,901776576930,19040,,76.41219512,1.297,2.3372,,,7.1,,96,99.65302,95.61709,1.01021,,62813.99902,,4033.318968,9.503744234,6309.203405,533052076314,4.525306764,3.650429647,3.691106594,32.94195911,32.73244538,31.17861722,31.55958695,20.61480453,,43.88324338,2.427877741,60.88429049,,54.69202972,92.91188526,,,,4486500000,6522300000,,11252.90755,-3778800000,4.066419648,,40.64638536,151.62,58.265,3367,84,1754,30898,73714,0
2001,YR2001,Kosovo,XKX,1701154,0.06785932329,10887,,,,,,,67.99756098,2.8,,,,,,,,,,,,,1117.872926,,1968.075789,2535333632,26.97391784,11.40093362,,,,,,,,,,,,,,69583145.7,,,,,,1490.361033,,,,,,,,,,,,
2001,YR2001,Kuwait,KWT,2103282,2.80410475,17820,,39390608570,18730,133950658454,63690,,73.21,2.772,20.9936,,,12.1,2.2,99,87.31303,91.44888,1.03722,0.1,49.89999771,,9497.433535,27.40553716,14513.50794,34890772742,0.7290264136,-8.180194438,0.4466872255,,51.30361555,35.53873563,14.30707411,49.00476591,,64.86961515,7.700626085,41.74047988,,68.99245304,89.71168933,,,,1784912694,-111516284.5,,16588.72787,-1802194458,1.3,45,27.40923317,106.882,69.529,464,5,285,,,0
2001,YR2001,Kyrgyz Republic,KGZ,4945100,0.9488566136,199950,,1386743932,280,8366008139,1690,8.8,68.70731707,2.4,39.986,,98.7,47.1,,99,93.55748,85.71149,0.99544,0.1,8605,,435.8761198,0.7875177448,1445.875715,1525112242,5.32158429,7.332392992,34.54109386,26.83256162,36.72467256,37.02243944,17.99933138,,,,1.454422566,0.544043769,,61.8315147,100.3877365,1823857617,12.22772674,,13344072.8,5006732.877,37.96080969,308.4087767,1093267.123,6.919679894,0,43.96079312,297.758,149.684,4193,79,2028,14,84,0.1176083273
2001,YR2001,Lao PDR,LAO,5409582,1.600327521,236800,,1662596037,310,10944742167,2020,,59.372,4.137,79.81,,19.4,102.6,,50,67.54495,35.96747,0.8138,0.1,165947.3047,,,0.1613333526,,1768619058,5.751412882,8.868073802,32.68319294,16.99371479,27.87315887,38.02627801,13.54360717,,,,0.7171152352,0.546160498,,46.92926926,100.9347215,2585719432,2.598310968,,463050,23904284.13,45.26042862,326.9419076,-23904284.13,7.811807948,0,50.34571886,292.016,244.598,12292,870,6246,,,58.86727204
2001,YR2001,Latvia,LVA,2337170,-1.291486944,64558.99902,,8405515041,3600,21180635973,9060,,70.76097561,1.22,18.2012,,99,13.3,,98,100.46699,92.85581,1.00261,0.2,32521.99951,,1759.160865,2.988928918,2213.360603,8350252966,6.461310185,2.29280089,4.5108816,22.86941651,38.05599001,48.43798676,28.18177358,37.48718745,,,1.041538764,27.8474138,,65.95009783,98.06399292,,,,142380813.6,173485503.3,,3572.80513,-89242579.93,2.487040036,2,48.78045203,339.775,124.283,210,7,130,63,117,0
2001,YR2001,Lebanon,LBN,3991001,3.784653409,10450,,17799003086,4460,34307414778,8600,,74.999,2.313,23.0952,,,18.7,,65,,,,0.1,1321.000061,,1318.100897,4.05198345,2480.580686,17649751244,3.839669278,-1.525151547,5.863118728,20.43071372,15.604916,39.95189236,22.81354531,16.00932086,,6.957605142,5.447896245,19.21207236,,48.00634232,102.2481792,13544184075,8.486735315,,,1453907000,49.85466052,4422.387076,,,4,22.66898417,113.38,81.733,1327,22,905,,,0.1198717949
2001,YR2001,Lesotho,LSO,2035740,0.1443268407,30360,,1302352132,640,4054653045,1990,,46.197,3.732,87.4536,40.6,,120.7,,70,59.65581,30.33211,1.04079,23.9,422.0000076,,,0.9222710169,,825706961.2,3.561582191,11.47305454,8.298870587,37.99205688,,,,30.02755176,,,2.744178023,2.799964632,,123.8938326,100.2904341,684403514,5.756077989,,9554950.714,29695245.88,27.28737462,405.6053137,-29695295.78,-9.616153539,0,49.29476915,624.238,586.948,5300,390,2492,,,45.06729229
2001,YR2001,Liberia,LBR,2953927,3.635837846,111370,,,,2599118711,880,,52.236,5.785,147.7614,,,173.7,,58,,,,2.5,45990,,,0.1663473742,,906000000,2.920272969,0.7200274941,76.5335872,4.186181015,33.97312362,31.41842163,26.10364238,,,,,0.06770648,,39.40397351,100.7765515,3035970627,0.1909988028,,,8300000,13.02672679,306.7103554,,,0,48.44039212,348.78,312.667,13748,1100,5152,,,54.07015606
2001,YR2001,Libya,LBY,5443248,1.580551402,1759540,,,,,,,71.038,2.751,6.7316,,,27.3,,93,,,,0.1,2170,,2995.865336,8.836642938,2255.638545,34110064452,-1.762878168,7.184917534,,,26.54069767,16.63275194,10.74612403,,,,2.413507858,0.918569207,,44.06617297,87.40962142,,,,683000000,-133000000,,6266.490972,308000000,-8.813937521,14,20.02452931,167.408,118.614,2720,79,1700,,,0
2001,YR2001,Liechtenstein,LIE,33552,1.102864211,160,,2289514462,68240,,,,79.27560976,1.52,,,,,,,,,,,69.00000095,,,,,2491822707,-0.7330914772,0.9858549422,,,,,,,,,,32.78493085,,,,,,,,9389136116,,74267.48649,,,,,,,,,,,,0
2001,YR2001,Lithuania,LTU,3470818,-0.824008723,65300,,12007414583,3460,32362212875,9320,,71.65853659,1.29,23.2132,,100,10.3,,97,102.72063,99.62364,0.99094,,20401.99951,9.33795176,2384.742732,3.712622788,2695.906268,12252498921,6.524430875,-0.3219995153,4.868285789,27.04226279,44.0426404,49.50754023,19.01975762,30.97163553,,,1.361943638,29.30653136,,89.25526189,95.86294852,,,,29425000,442400000,,3530.147337,-438725000,1.367110412,,49.16254234,311.081,109.185,266,5,140,55,68,0
2001,YR2001,Luxembourg,LUX,441525,1.190456345,2590,,20146043155,45630,22205166172,50290,,77.82439024,1.66,11.3926,,,4.6,,94,,97.23677,1.03093,0.1,866.9999695,,7982.850348,19.93273314,15616.32977,21272418792,2.531974923,0.4570017122,0.5956353225,16.36531122,147.4394631,123.9049857,21.76411606,41.10510094,,106.7596507,0.7534937848,92.92727364,,103.8433862,95.86930163,,,,3137773943,,,48179.42085,,2.663821106,47,39.89411217,117.736,71.58,20,1,12,70,51,0
2001,YR2001,"Macao SAR, China",MAC,437938,2.346362782,25.99999905,,6896795503,15750,15120392779,34530,,80.645,0.906,4.7032,,,,,,97.65399,85.84939,1.00265,,,,,3.851732437,,6811227983,2.88782271,-1.401252242,,9.892539932,91.88201323,59.22182828,9.307723235,20.30444893,,,,44.40697085,,75.22872547,101.2111032,,,,,160004979.1,,15552.95038,,-1.9862186,,45.99921971,85.282,39.741,,,,7,,
2001,YR2001,North Macedonia,MKD,2042842,0.3935104146,25710,,3713259733,1820,12225559036,5980,,73.47,1.683,25.9318,,97.6,14.9,,92,94.8504,81.61262,0.97532,0.1,9614.000244,,1261.306063,5.873397943,2800.999784,3709637830,-3.067256625,4.718960972,9.744723507,20.58654559,29.19851184,42.27930252,17.3550772,,,,6.100395628,10.92962647,,76.88082047,98.82026047,1498004032,5.325093071,,20520593,469570706.4,121.2232762,1815.920091,-446259474.4,5.198885257,9,38.94481431,159.457,83.507,345,3,222,59,66,0.0749897998
2001,YR2001,Madagascar,MDG,16260932,3.085857705,587040,70.8,4172798768,260,19371452168,1190,4.9,59.129,5.447,150.6022,,,101.5,,59,36.19732,,,0.2,129860,,,0.1071171689,,4529575348,6.017824403,7.267082121,25.73192847,15.21035454,29.07857445,32.29216749,18.49970244,,,,1.435847602,0.907082079,,45.16979723,90.47004051,4184263805,1.515653427,,11415636.25,93059224,23.03250515,278.5557032,-93059224,7.916944845,0,48.97145073,295.586,256.61,42401,3600,19910,38,,38.28296931
2001,YR2001,Malawi,MWI,11432000,2.508833906,118480,,1655094401,140,7465557036,650,,45.204,6.065,156.752,,,160,,81,65.07367,31.97464,0.91339,14.1,35340,,,0.07570083975,,1716502862,-4.974963846,25.62246729,35.28267377,15.18190331,27.99122637,39.12717733,14.89652953,,,,0.7388220485,0.487491253,,58.957082,100.9813954,2591698365,2.737555247,,623014.7005,19299991.09,35.96046186,150.1489558,-19299991.09,22.7,0,49.94640494,631.664,530.354,45186,3700,18894,,,14.86896365
2001,YR2001,Malaysia,MYS,23709119,2.195503714,330800,,84094833162,3550,286648241786,12090,,72.782,2.657,13.3598,,96.8,9.5,,95,,76.8986,1.03576,0.4,214508.0078,,2145.964133,5.720175769,2758.347959,92783947368,0.5176753194,-1.581873912,8.010970591,46.20354587,110.4024914,92.96214465,24.39821997,22.66572967,,128.2342403,2.084922812,31.14835267,,174.2898471,99.86283862,,,,633947368.4,553947368.4,1.237076755,3913.428726,-287105263.2,1.416784732,2,35.54554987,168.821,96.817,4070,180,2441,5663,271,1.484796889
2001,YR2001,Maldives,MDV,286306,2.442388032,300,,642147441.1,2240,2079421190,7260,,70.964,2.596,26.5614,,70.3,34.9,25.7,98,,60.84667,1.01124,,10,,,1.61380481,,870179738.6,-3.943634354,50.89282754,6.419452634,12.29945639,,,,21.5407004,,,,6.599232988,,57.80414985,100.5624955,233027776.1,2.579159845,,49963192,20541053.26,86.51582572,3039.334623,-20541053.26,0.6725773699,,34.28865144,136.743,111.892,171,7,119,,,13.57268866
2001,YR2001,Mali,MLI,11271600,2.927154179,1240190,50.9,3409157655,300,14332743018,1270,6.3,48.758,6.878,187.1996,8.1,40.6,181.9,30.1,54,35.1238,,,1.7,58210,,,0.07352478796,,3465305993,15.37623946,4.678362083,32.81360596,22.67033855,26.31243707,33.88836595,20.48951646,11.04620935,,,1.295172228,0.212897903,,49.49057899,96.64664527,2878077839,2.434284289,,23287998.97,208815769.6,31.20586252,307.4369205,-104465180.6,5.187011919,0,44.17721489,332.693,314.325,53155,4400,27038,,,20.18513272
2001,YR2001,Malta,MLT,393028,0.7511064982,320,,4385312039,11160,7781765327,19800,,78.84390244,1.48,20.0452,,99.9,7.3,,70,105.85455,89.86926,0.97344,,3.49999994,,2001.335783,6.325824114,4292.315051,4331870648,0.6083537354,2.701792892,2.283587677,23.58239193,108.497941,110.1627359,18.5395609,76.53328628,,31.32295746,0.6669174494,60.40855049,,100.4877651,98.92494716,,,,8422550.228,416889166.3,4.325391575,11021.78636,-230630625.7,2.929492443,,29.64450115,79.262,46.698,28,0,21,107,26,0
2001,YR2001,Marshall Islands,MHL,51422,1.309536698,180,,154958993.6,3010,171375492,3330,,,,,34,,40.6,,64,,,,,126.4000034,,,1.568861577,,115152100,5.363361509,-1.484835488,,,,,,,,,,0.950954844,,59.9207483,102.2532114,,,,,739000,1439.26724,2239.354751,,,,,,,61,,34,,,11.88619253
2001,YR2001,Mauritania,MRT,2702400,2.707315439,1030700,,1305991572,480,6029468935,2230,,60.788,5.369,95.1196,8,53.4,113.1,,58,44.76181,20.20719,0.92451,0.5,3070,,,0.4708588662,,1295539448,2.008796925,5.038039653,33.5908859,26.57108001,29.39752113,46.62996768,23.5352514,,,,4.002384422,4.08758881,,63.29409738,99.31133035,2255399017,5.864405559,,,76700000,104.6255181,479.4032891,,4.714896347,0,29.9066546,254,203.4,6985,860,4426,,,53.91313285
2001,YR2001,Mauritius,MUS,1196287,0.7900475811,2040,,4753805659,3970,11286709557,9430,,71.76585366,1.91,36.4434,,,17.1,,90,101.88956,78.66918,0.98546,0.6,411.5999985,,886.763795,2.39401331,1453.664547,4613630624,3.34754068,6.232012634,6.147999067,26.74268691,67.98701947,61.79170242,20.73081161,18.87890052,,21.20044017,0.1945803891,22.81699649,,78.35477728,98.49712543,867310143,3.675572121,,6343698.726,-27675565.71,17.78837353,3856.625228,30543567.6,5.389344262,0,34.33532718,226.376,113.369,299,11,211,,,0.09013194533
2001,YR2001,Mexico,MEX,100298153,1.403960865,1964380,,676202769222,6740,1095604356343,10920,,74.658,2.669,77.508,,,25,,95,97.434,73.43567,0.9962,0.2,677013.9844,,1548.316139,4.117498953,1834.151423,756706300590,-0.4043901267,6.041490115,3.403265348,33.21734135,22.66672117,24.49935184,20.83501268,,,16.68525555,0.4852518909,21.69288102,,43.81964307,97.24625763,166064500843,6.419468859,,,30060020323,0.9840659778,7544.568648,-25656063323,6.367738062,10,33.09527152,164.31,91.513,49498,1300,28394,13031,534,9.682969963
2001,YR2001,"Micronesia, Fed. Sts.",FSM,107173,-0.2134452634,700,,241418916,2250,283292165.4,2640,,64.71,4.204,36.3748,,85.7,52.3,,84,,,,,638.8000107,,,1.573922536,,240051900,1.747193334,1.159153627,23.34353529,8.378104901,,,,,,,,0,,58.32072148,100.3371948,,,,,,1286.704674,2239.854254,,0.5024973513,,,195.114,172.543,130,5,78,,,
2001,YR2001,Moldova,MDA,3631462,-0.223626544,33840,54.6,1448205296,400,9394464932,2590,6.7,67.185,1.354,36.3784,,99,28.3,,94,97.26115,81.46826,1.01479,0.4,3317.999878,,840.4502099,1.022913361,1804.507386,1480673594,6.100000281,12.0892511,22.42004068,21.96913728,50.05504282,74.44569678,23.28235983,21.24343708,,,0.4025923166,5.373656616,,98.603771,96,1790545239,9.693741376,,39390000,103440000,32.83526029,407.7348445,-103320000,9.764662858,0,51.79197056,320.621,156.689,1100,18,866,17,437,0.009301833484
2001,YR2001,Monaco,MCO,32470,0.9997452382,2,,,,,,,,,,,,5,,98,,,,,,,,,,2671424966,2.187732536,1.6488978,,,,,,,,,,44.04681244,,,,,,,,,,82273.63617,,,,,,,2,,1,14,6,0
2001,YR2001,Mongolia,MNG,2419588,0.9204952844,1564120,,1168592644,480,9328613614,3860,,63.319,2.095,23.5248,,,58.9,,95,91.96691,71.66761,1.11355,0.1,116352.002,,997.9984196,3.258426641,1071.256759,1267997934,2.952710544,10.44854466,22.96888751,21.94188322,50.31834099,65.49998589,25.17394979,25.42183716,,,1.781658408,8.059223306,,91.40393439,98.93591815,946235061.7,3.691370735,,6393861.893,43000000,88.37868265,524.0553079,-63000000,6.277360205,0,45.46169976,331.625,200.613,2088,64,1078,76,106,16.30900827
2001,YR2001,Montenegro,MNE,607389,0.4023632483,13810,,,,4319629963,7110,,73.233,1.865,17.555,,99.5,13.6,,,,,,0.1,6260,,,,,1159869246,1.099842719,20.20474695,10.81120523,22.31432079,38.42345438,61.9859317,23.43569272,,,,,,,,,32451716.9,0.06019524164,,,,,1909.598702,,,12,43.11888437,179.464,96.829,102,1,72,,,
2001,YR2001,Morocco,MAR,29126330,1.148669219,446550,,41123783889,1400,112002444660,3800,,69.193,2.715,35.7578,,,47.3,,96,60.21665,40.50539,0.85435,0.1,50746.00098,,401.0404675,1.294879753,524.9202354,39459581217,7.319967454,0.6523175423,13.19196193,25.40346977,28.20916613,31.20883777,27.61469972,,,,3.726135883,16.38290509,,46.07752905,96.87904103,18898737529,6.890561247,,26568226.51,143838237.3,16.9554489,1339.293577,-2727503157,0.6198018753,0,25.58694275,165.516,127.963,25455,1100,16891,,,23.04919023
2001,YR2001,Mozambique,MOZ,18221888,2.83852544,799380,,5163451575,280,8860708145,490,,49.295,5.813,182.1646,,,162.5,23,74,19.36938,6.97698,0.75538,9.5,409661.9922,5.908956457,414.1536267,0.08673508475,277.3587457,4766928747,12.72096582,14.62032533,19.1721674,21.83617906,21.11703507,34.30051878,24.78746767,,,,1.242171239,0.837739756,,37.04691414,98.08340518,4528444143,5.291421447,,64189277.65,255416251,52.76456534,261.6045465,,,0,55.14448898,469.326,412.455,85184,6100,35607,1,,57.3599987
2001,YR2001,Myanmar,MMR,47225120,1.076001574,676590,,,,54474563914,1150,,60.377,2.845,37.483,37,57,86.7,,73,75.71193,37.79251,0.96121,0.6,345586.0156,,265.7420246,0.1847278101,68.37462774,6477790688,11.34399707,24.84446478,57.06919164,10.58049433,0.4705997133,0.446710559,,4.572277613,,,1.800056475,0.048006231,,80.38234408,105.3609627,6087231632,0.2459671102,,13974440.85,208303564.4,2.661083762,137.1683267,-208303564.4,21.10130538,0,42.98195622,267.378,208.244,72124,3800,41743,,,9.355263512
2001,YR2001,Namibia,NAM,1823672,1.608605476,824290,,3829669058,2100,9846610950,5400,,51.399,3.763,83.4088,,,77.7,,58,,,,14.3,79577.99805,,662.959677,1.10592804,1090.108309,3476452446,1.177948639,11.1769794,9.900569119,27.08958865,42.01112432,48.63391854,22.77025587,29.50743582,,4.328532282,3.00874088,5.845349383,,78.41326876,100.8214597,,,,7840079.553,379336366.4,60.04917551,1906.292604,-381653453.5,,0,46.12706269,501.457,439.227,2570,190,1240,,,55.80105269
2001,YR2001,Nauru,NRU,10215,-1.187246332,20,,,,,,,,,,,,40.6,,95,101.33929,49.07407,0.955,,0,,,7.897601566,,,,,,,,,,,,,,14.68428781,,,98.17258883,,,,,1000000,710.7195301,,,,,,,,10,,8,,,1.027785496
2001,YR2001,Nepal,NPL,24347106,1.681592739,147180,,5780042579,240,31272964179,1280,,62.945,3.772,108.9132,39.3,10.9,76.5,43,71,66.5065,38.96552,0.77268,0.2,38471.99951,,343.9661782,0.1341965242,64.48404997,6007055042,4.799892149,11.01714829,35.24767001,16.6609083,22.56077372,33.23914736,22.34304622,10.4516561,,,1.098334384,0.070998171,,36.79007408,101.4303414,2743433152,1.571984396,,24304800.75,20850000,15.97684752,246.725629,,2.688303735,0,48.60354344,248.724,210.302,42077,3800,28732,,,63.98526825
2001,YR2001,Netherlands,NLD,16046180,0.7548400577,41530,,439451326099,27390,530132960174,33040,,78.1902439,1.71,6.9432,,,6.1,,95,,122.84748,0.97342,0.1,3610,,4839.46553,11.01778766,6599.26537,431213422819,2.326955127,4.184854859,2.224615621,21.89337202,63.2984077,56.74035706,22.71826447,37.09733316,,116.6528808,1.437906869,76.16377309,,101.9200648,97.88458933,,,,1533679205,51979626672,,26873.27593,-1215292493,4.155841272,46,43.40878737,97.454,66.506,993,25,752,543,2110,0
2001,YR2001,New Caledonia,NCL,217324,1.901793221,18580,,,,,,,74.83170732,2.43,26.1074,,,,,,,,,,8390,,,8.689813366,,,,,,,,,,,,,,30.66327153,,,91.67784801,,,,,103041207.7,,,,,,45.91870112,142.136,80.842,,,,,,0
2001,YR2001,New Zealand,NZL,3880500,0.589286035,267710,,53594273480,13810,82896112657,21360,,78.69268293,1.97,27.3492,,96.6,7.2,,85,,111.72712,,0.1,101477.998,,4407.618864,8.87715449,9417.343126,53872425917,3.469375679,3.802791692,9.086953819,22.00416434,35.43103984,31.80278451,22.95201691,33.08145317,,33.08145066,1.581301424,58.54757489,,50.18894089,106.5382979,,,,215634248.8,259321576.8,,13882.85683,-866602286.6,2.625816304,36,45.51057972,100.077,64.107,332,6,194,5507,1768,0
2001,YR2001,Nicaragua,NIC,5145366,1.489336824,130370,45.8,5001380640,970,13843145732,2690,3.9,69.934,3.019,115.6874,68.6,66.9,34.3,7.8,99,66.88876,55.71474,1.067,0.2,37440,4.870243637,493.3742323,0.7704071975,343.6101533,5323146566,2.960843554,7.241509274,16.81332947,21.49934041,19.04191088,38.93822066,24.30690783,10.68284735,,,0.6835245208,3.197226398,,50.72187975,84.81447493,6387014039,6.685662412,,,150200000,181.1163676,1034.551588,-150200000,5.986041863,0,33.02874744,242.141,145.382,3842,210,2048,,,15.19386087
2001,YR2001,Niger,NER,11751365,3.637791569,1267000,,1972517810,170,7392613882,630,,50.584,7.669,216.3542,,,216.6,,39,19.40044,6.487,0.65445,0.6,13155.99976,,128.717983,0.05585674515,30.80493202,1945327565,7.104340612,3.984064312,40.00701262,16.99158485,16.92293128,24.61129032,12.12017532,,,,1.320159783,0.018091515,,35.16117349,100.4401463,1632884609,1.495942492,,10329607.42,22567709.39,22.03829087,165.5405619,-26518388.61,4.005514284,0,44.65724131,303.705,277.686,57351,5000,26185,,,82.74086558
2001,YR2001,Nigeria,NGA,125394046,2.511616536,923770,,66778601793,530,305408365489,2440,,46.51,6.083,131.5528,,,179.2,,32,,27.03358,0.82727,1.8,127274.0039,,720.4456821,0.6837203419,75.56977626,74030364472,5.917684652,10.07647724,24.47535466,28.27626627,28.25095823,21.42954206,30.92588983,,,,0.780315877,0.212498925,,40.02546821,90.63664972,31418239764,3.609501169,,593358.4312,1190618644,1.338341056,590.381815,-1190618644,18.87364621,0,43.06345577,427.435,390.532,566654,65000,251385,,,26.03501131
2001,YR2001,Northern Mariana Islands,MNP,58321,1.499501208,460,,,,,,,,,,,,,,,,,,,317.9999924,,,,,,,,,,,,,,,,,22.63335677,,,102.7530736,,,,,,,,,,,,,,,,,,,0.2464316241
2001,YR2001,Norway,NOR,4513751,0.5060469106,385178.0078,,172644396064,38250,170709729197,37820,,78.78536585,1.78,10.5452,,99.1,4.7,,90,101.54751,113.80095,1.0114,0.1,121087.998,,5954.041771,9.284992238,25590.68943,174003247439,2.085328035,1.640624456,1.588408428,35.19930205,44.954285,28.31210832,20.48057472,46.21787886,,39.9218986,1.70454146,79.43587924,,52.95648291,95.75757576,,,,1022440563,3190216069,,38549.58934,-1259783737,3.00419704,43,46.79336923,101.212,59.779,219,3,150,5242,1189,0
2001,YR2001,Oman,OMN,2294962,1.182980461,309500,,18181702811,7920,81639141689,35570,,72.58,3.484,25.5458,,,15.4,,99,84.4149,82.05631,0.98098,0.1,20,,3345.456265,8.839294071,3435.786736,19452015605,4.482454096,-4.561944318,2.334443063,56.40100009,51.70269945,29.33429599,17.21150375,,,20.88780969,9.355743499,14.07430711,,87.43052826,86.27247723,,,,1531859558,5201560.468,3.620974988,8475.964136,-5201560.468,-0.8166666667,11,17.64533243,153.541,98.973,730,11,378,,,4.122997133
2001,YR2001,Pakistan,PAK,145978402,2.521498071,796100,64.3,70146203759,480,396302237158,2710,9.4,63.066,4.904,53.7546,27.6,23,109.8,31.3,59,,,,0.1,20731.99951,,446.0109859,0.7417730398,366.848789,72309738921,1.982484032,7.891155227,22.45438283,22.38221913,14.65953961,15.71199416,16.99635595,,,6.781105938,3.878933945,0.508709501,,26.86913311,99.8542624,31931728650,4.205002203,,3000000,378000000,13.33601391,495.3454616,-352000000,3.148261446,1,15.18740646,200.889,172.51,418872,14000,290715,1168,58,38.36826303
2001,YR2001,Palau,PLW,19386,1.460107517,460,,,,188508988.1,9720,,,,,,,28.2,,91,,,,,397.2999954,,,13.05184154,,155430000,6.643005046,0.6828262965,3.75313646,18.51901177,45.68725471,84.38448176,,,,,,,,75.27504343,100.0594323,,,,,-1431856.736,1768.286392,8017.641597,,,,,,,8,,5,,,0
2001,YR2001,Panama,PAN,3089648,1.938630408,75420,,11863524588,3840,25167687790,8150,1.9,75.233,2.72,90.5302,,92.1,25.3,,95,92.33393,66.97222,1.00604,0.7,48500,,942.6501012,2.268102062,1289.143618,12502013400,0.5742727906,1.028214443,6.732166037,19.19779257,62.13543892,67.96292908,26.66105445,,,20.81344754,0,15.37848324,,30.99500757,97.04491295,,,,42100000,606800000,8.981605672,4046.419981,-467100000,0.307062436,9,35.97134378,160.204,89.036,1518,62,1013,,,7.567117339
